Contingency,Converged,FromBus#,ToBus#,CKT,Pij(MW),Qij(MVAr),Sij(MVA),Pji(MW),Qji(MVAr),Sji(MVA),RateA,Ploss(MW),Qloss(MVAr),Loading_%,Violation
LT_112-113_20,True,112.0,123.0,21,-74.687202,10.344836,75.400223,75.467424,-4.038046,75.575379,500.0,0.780221,6.30679,15.08,False
LT_112-113_20,True,113.0,123.0,22,179.829865,-15.583693,180.503815,-175.881674,46.810291,182.004304,500.0,3.948191,31.226599,36.1,False
LT_112-113_20,True,113.0,215.0,B2,361.896027,-12.028255,362.095856,-347.381598,120.88647,367.81451,500.0,14.514428,108.858215,72.42,False
LT_112-113_20,True,114.0,116.0,23,29.97958,-30.039436,42.439877,-29.889467,31.102773,43.136559,500.0,0.090113,1.063336,8.49,False
LT_112-113_20,True,115.0,116.0,24,-106.457901,42.391781,114.587723,106.744991,-39.951514,113.976386,500.0,0.28709,2.440267,22.92,False
LT_112-113_20,True,115.0,121.0,1,-3.703806,-7.815921,8.649093,3.705301,7.828131,8.660767,500.0,0.001495,0.012209,1.73,False
LT_112-113_20,True,115.0,121.0,2,-3.703806,-7.815921,8.649093,3.705301,7.828131,8.660767,500.0,0.001495,0.012209,1.73,False
LT_112-113_20,True,115.0,124.0,26,34.266396,4.942921,34.621067,-34.16997,-4.226617,34.430381,500.0,0.096426,0.716304,6.92,False
LT_112-113_20,True,116.0,117.0,27,28.376923,-18.790529,34.034302,-28.341814,19.094801,34.174111,500.0,0.035108,0.304272,6.81,False
LT_112-113_20,True,116.0,119.0,28,-87.900864,35.991909,94.9841,88.202302,-33.680884,94.414236,500.0,0.301438,2.311025,19.0,False
LT_112-113_20,True,117.0,118.0,29,23.139381,5.418339,23.765297,-23.126754,-5.329947,23.732996,500.0,0.012627,0.088392,4.75,False
LT_112-113_20,True,117.0,122.0,30,5.202405,-19.465096,20.148323,-5.185192,19.594196,20.268664,500.0,0.017213,0.1291,4.03,False
LT_112-113_20,True,118.0,121.0,1,22.190363,-23.642496,32.424988,-22.159714,23.908118,32.598329,500.0,0.030649,0.265622,6.48,False
LT_112-113_20,True,118.0,121.0,2,22.190363,-23.642496,32.424988,-22.159714,23.908118,32.598329,500.0,0.030649,0.265622,6.48,False
LT_112-113_20,True,119.0,120.0,1,-84.526138,10.802608,85.213646,84.933614,-7.542802,85.267888,500.0,0.407476,3.259806,17.04,False
LT_112-113_20,True,119.0,120.0,2,-84.526138,10.802608,85.213646,84.933614,-7.542802,85.267888,500.0,0.407476,3.259806,17.04,False
LT_112-113_20,True,120.0,123.0,1,-113.521431,9.220478,113.895271,113.954862,-6.041982,114.114925,500.0,0.433431,3.178496,22.78,False
LT_112-113_20,True,120.0,123.0,2,-113.521431,9.220478,113.895271,113.954862,-6.041982,114.114925,500.0,0.433431,3.178496,22.78,False
LT_112-113_20,True,121.0,122.0,34,-5.177043,-14.165722,15.082091,5.185207,14.227401,15.142831,500.0,0.008163,0.06168,3.02,False
LT_112-113_20,True,121.0,325.0,1,438.085876,47.277489,440.629578,-412.858116,156.646904,441.576807,500.0,25.22776,203.924393,88.13,False
LT_112-113_20,True,123.0,217.0,B3,140.504547,-50.072731,149.160339,-138.113851,67.763884,153.842061,500.0,2.390696,17.691153,29.83,False
LT_112-113_20,True,201.0,202.0,B1,13.53897,-30.822777,33.665226,-13.529841,30.865378,33.700566,175.0,0.009129,0.042601,19.24,False
LT_112-113_20,True,201.0,203.0,B2,-55.532242,26.968292,61.734261,57.913086,-17.834509,60.59699,175.0,2.380844,9.133783,35.28,False
LT_112-113_20,True,201.0,205.0,B3,23.171778,-9.679468,25.112215,-23.024693,10.24775,25.202239,175.0,0.147085,0.568282,14.35,False
LT_112-113_20,True,202.0,204.0,B4,6.791516,11.789718,13.60596,-6.710749,-11.478886,13.296577,175.0,0.080767,0.310832,7.77,False
LT_112-113_20,True,202.0,206.0,B5,19.02466,-11.709367,22.339359,-18.779712,12.649966,22.642863,175.0,0.244948,0.940599,12.77,False
LT_112-113_20,True,203.0,209.0,B6,82.571091,-20.582216,85.097664,-80.014361,30.396759,85.59358,175.0,2.55673,9.814543,48.63,False
LT_112-113_20,True,203.0,224.0,B7,-102.303635,-4.986702,102.425095,102.544441,15.100583,103.650326,400.0,0.240807,10.11388,25.61,False
LT_112-113_20,True,204.0,209.0,B8,-29.689377,7.15161,30.538576,29.981907,-6.024829,30.581257,175.0,0.29253,1.126781,17.45,False
LT_112-113_20,True,205.0,210.0,B9,-11.899755,-15.02529,19.166729,11.983663,15.346327,19.470951,175.0,0.083908,0.321038,10.95,False
LT_112-113_20,True,206.0,210.0,10,-48.117821,-115.118324,124.769997,48.46447,116.628724,126.297522,175.0,0.346649,1.510399,71.3,False
LT_112-113_20,True,207.0,208.0,11,-17.486696,23.415009,29.224087,17.644579,-22.813079,28.840384,175.0,0.157883,0.60193,16.7,False
LT_112-113_20,True,208.0,209.0,1,-58.787369,17.403477,61.309345,60.661781,-10.210966,61.515164,175.0,1.874412,7.192511,35.03,False
LT_112-113_20,True,208.0,210.0,2,-42.97102,-10.292409,44.186447,43.908152,13.888382,46.052286,175.0,0.937133,3.595973,25.25,False
LT_112-113_20,True,209.0,211.0,14,-52.811653,-9.244333,53.614628,52.877113,11.993641,54.220259,400.0,0.06546,2.749308,13.4,False
LT_112-113_20,True,209.0,212.0,15,-43.89904,-13.412287,45.902237,43.947022,15.427516,46.57627,400.0,0.047982,2.015229,11.48,False
LT_112-113_20,True,210.0,211.0,16,-104.666267,38.657551,111.577034,104.928439,-27.646338,108.509434,400.0,0.262172,11.011213,27.89,False
LT_112-113_20,True,210.0,212.0,17,-95.609268,33.897976,101.440643,95.825969,-24.796546,98.982246,400.0,0.216701,9.10143,25.36,False
LT_112-113_20,True,211.0,213.0,18,-54.007339,-1.412093,54.025799,54.202813,2.975878,54.284443,500.0,0.195473,1.563784,10.81,False
LT_112-113_20,True,211.0,214.0,19,-103.798203,17.064899,105.191628,104.422541,-11.820452,105.089439,500.0,0.624339,5.244447,21.04,False
LT_112-113_20,True,212.0,213.0,20,-69.403503,7.30419,69.786804,69.732399,-4.673023,69.888802,500.0,0.328896,2.631167,13.96,False
LT_112-113_20,True,212.0,223.0,21,-70.369492,2.064711,70.399773,71.043418,3.382859,71.123912,500.0,0.673926,5.447569,14.08,False
LT_112-113_20,True,213.0,223.0,22,-40.287025,-3.568797,40.444786,40.487477,5.154183,40.81423,500.0,0.200451,1.585386,8.09,False
LT_112-113_20,True,214.0,216.0,23,-199.849884,0.518693,199.850555,202.086713,25.875891,203.736598,500.0,2.236829,26.394585,39.97,False
LT_112-113_20,True,215.0,216.0,24,240.007156,-34.238647,242.437057,-238.732611,45.072282,242.950139,500.0,1.274545,10.833634,48.49,False
LT_112-113_20,True,215.0,221.0,1,-53.966713,-38.568272,66.331879,54.231118,40.727581,67.821457,500.0,0.264405,2.159309,13.27,False
LT_112-113_20,True,215.0,221.0,2,-53.966713,-38.568272,66.331879,54.231118,40.727581,67.821457,500.0,0.264405,2.159309,13.27,False
LT_112-113_20,True,215.0,224.0,26,103.377602,11.40973,104.005341,-102.544445,-5.220566,102.677249,500.0,0.833157,6.189164,20.8,False
LT_112-113_20,True,216.0,217.0,27,-204.183716,-27.623308,206.043793,205.557882,39.532751,209.324823,500.0,1.374166,11.909443,41.21,False
LT_112-113_20,True,216.0,219.0,28,253.640274,11.384243,253.895615,-251.545273,4.677435,251.588757,500.0,2.095001,16.061678,50.78,False
LT_112-113_20,True,217.0,218.0,29,-58.851742,-68.992111,90.683174,59.020345,70.172332,91.692733,500.0,0.168603,1.180221,18.14,False
LT_112-113_20,True,217.0,222.0,30,-8.592289,-18.763134,20.636923,8.613123,18.919389,20.787716,500.0,0.020834,0.156255,4.13,False
LT_112-113_20,True,218.0,221.0,1,-26.410458,24.634043,36.115761,26.454927,-24.24864,35.886762,500.0,0.04447,0.385403,7.22,False
LT_112-113_20,True,218.0,221.0,2,-26.410458,24.634043,36.115761,26.454927,-24.24864,35.886762,500.0,0.04447,0.385403,7.22,False
LT_112-113_20,True,219.0,220.0,1,81.256279,-9.196772,81.775078,-80.890335,12.12432,81.793921,500.0,0.365944,2.927549,16.36,False
LT_112-113_20,True,219.0,220.0,2,81.256279,-9.196772,81.775078,-80.890335,12.12432,81.793921,500.0,0.365944,2.927549,16.36,False
LT_112-113_20,True,220.0,223.0,1,49.409122,-11.008605,50.620659,-49.325422,11.62241,50.676204,500.0,0.083701,0.613805,10.12,False
LT_112-113_20,True,220.0,223.0,2,49.409122,-11.008605,50.620659,-49.325422,11.62241,50.676204,500.0,0.083701,0.613805,10.12,False
LT_112-113_20,True,221.0,222.0,34,8.627911,-15.962943,18.145424,-8.613123,16.074672,18.236803,500.0,0.014788,0.111729,3.63,False
LT_112-113_20,True,223.0,318.0,1,317.117676,-38.529457,319.449768,-302.548923,155.079483,339.978671,500.0,14.568753,116.550026,63.89,False
LT_112-113_20,True,301.0,302.0,C1,14.935693,-37.07111,39.966763,-14.920779,37.140706,40.025763,175.0,0.014913,0.069596,22.84,False
LT_112-113_20,True,301.0,303.0,C2,-39.456417,24.151419,46.261215,40.796163,-19.011665,45.008559,175.0,1.339746,5.139754,26.43,False
LT_112-113_20,True,301.0,305.0,C3,-0.715922,7.028773,7.06514,0.731504,-6.968568,7.006857,175.0,0.015582,0.060205,4.04,False
LT_112-113_20,True,302.0,304.0,C4,-6.988209,22.910618,23.952692,7.216711,-22.031232,23.183099,175.0,0.228502,0.879386,13.69,False
LT_112-113_20,True,302.0,306.0,C5,3.723317,-0.135011,3.725764,-3.713097,0.174256,3.717183,175.0,0.01022,0.039245,2.13,False
LT_112-113_20,True,303.0,309.0,C6,15.432082,-6.979702,16.937101,-15.336807,7.345438,17.00509,175.0,0.095276,0.365735,9.68,False
LT_112-113_20,True,303.0,324.0,C7,-171.61734,7.430352,171.778122,172.290952,20.861356,173.549326,400.0,0.673612,28.291708,42.94,False
LT_112-113_20,True,304.0,309.0,C8,-54.656784,15.507062,56.814022,55.657868,-11.651034,56.864267,175.0,1.001084,3.856028,32.47,False
LT_112-113_20,True,305.0,310.0,C9,-46.248501,0.126542,46.248672,46.783105,1.918901,46.822443,175.0,0.534604,2.045443,26.43,False
LT_112-113_20,True,306.0,310.0,10,-83.474983,-105.806503,134.770508,84.538893,110.442111,139.083731,175.0,1.06391,4.635607,77.01,False
LT_112-113_20,True,307.0,308.0,11,-36.136353,21.972404,42.29211,36.479124,-20.66559,41.926043,175.0,0.342771,1.306814,24.17,False
LT_112-113_20,True,308.0,309.0,1,-78.943237,11.652673,79.798615,82.24805,1.028584,82.254481,175.0,3.304813,12.681257,45.6,False
LT_112-113_20,True,308.0,310.0,2,-67.161911,-11.993427,68.224373,69.538368,21.112389,72.672674,175.0,2.376457,9.118961,38.99,False
LT_112-113_20,True,309.0,311.0,14,-99.890556,-8.43872,100.246384,100.118879,18.028254,101.72909,400.0,0.228322,9.589534,25.06,False
LT_112-113_20,True,309.0,312.0,15,-134.868362,-2.228156,134.886765,135.281743,19.590119,136.692804,400.0,0.41338,17.361963,33.72,False
LT_112-113_20,True,310.0,311.0,16,-144.984589,34.425213,149.015518,145.456096,-14.621908,146.189179,400.0,0.471507,19.803305,37.25,False
LT_112-113_20,True,310.0,312.0,17,-180.887558,42.257317,185.757874,181.620247,-11.484375,181.98298,400.0,0.732689,30.772942,46.44,False
LT_112-113_20,True,311.0,313.0,18,-143.722229,-26.649374,146.172058,145.121789,37.845857,149.975473,500.0,1.39956,11.196483,29.23,False
LT_112-113_20,True,311.0,314.0,19,-101.851532,23.242832,104.469917,102.464614,-18.092943,104.049756,500.0,0.613082,5.149889,20.89,False
LT_112-113_20,True,312.0,313.0,20,-80.866417,-40.670303,90.517685,81.38718,44.836406,92.920269,500.0,0.520763,4.166103,18.1,False
LT_112-113_20,True,312.0,323.0,21,-236.037903,32.564991,238.273712,243.664769,29.085518,245.394554,500.0,7.626866,61.650509,47.65,False
LT_112-113_20,True,313.0,323.0,22,-226.401138,51.255905,232.130676,232.748755,-1.052029,232.751133,500.0,6.347617,50.203876,46.43,False
LT_112-113_20,True,314.0,316.0,23,-226.828033,1.020882,226.830322,229.700367,32.872658,232.040665,500.0,2.872334,33.893539,45.37,False
LT_112-113_20,True,315.0,316.0,24,-34.024857,34.682243,48.58548,34.077414,-34.235502,48.304656,500.0,0.052558,0.446741,9.72,False
LT_112-113_20,True,315.0,321.0,1,-138.913544,-58.84425,150.862915,140.324915,70.370448,156.981151,500.0,1.411371,11.526198,30.17,False
LT_112-113_20,True,315.0,321.0,2,-138.913544,-58.84425,150.862915,140.324915,70.370448,156.981151,500.0,1.411371,11.526198,30.17,False
LT_112-113_20,True,315.0,324.0,26,174.626266,28.251329,176.896774,-172.282894,-10.843422,172.623797,500.0,2.343372,17.407907,35.38,False
LT_112-113_20,True,316.0,317.0,27,-189.963867,-76.685051,204.858154,191.300413,88.268446,210.68262,500.0,1.336546,11.583395,40.97,False
LT_112-113_20,True,316.0,319.0,28,-75.918457,26.107046,80.281944,76.129638,-24.487995,79.971142,500.0,0.211181,1.619051,16.06,False
LT_112-113_20,True,317.0,318.0,29,-167.205612,-42.165855,172.440353,167.806108,46.369325,174.094814,500.0,0.600496,4.203469,34.49,False
LT_112-113_20,True,317.0,322.0,30,-24.095839,-40.824306,47.404991,24.305375,42.395826,48.868776,500.0,0.209536,1.57152,9.48,False
LT_112-113_20,True,318.0,321.0,1,45.626266,-35.620926,57.884426,-45.531895,36.438814,58.317584,500.0,0.094372,0.817888,11.58,False
LT_112-113_20,True,318.0,321.0,2,45.626266,-35.620926,57.884426,-45.531895,36.438814,58.317584,500.0,0.094372,0.817888,11.58,False
LT_112-113_20,True,319.0,320.0,1,-96.081696,2.660316,96.118523,96.582897,1.349298,96.592322,500.0,0.501202,4.009614,19.22,False
LT_112-113_20,True,319.0,320.0,2,-96.081696,2.660316,96.118523,96.582897,1.349298,96.592322,500.0,0.501202,4.009614,19.22,False
LT_112-113_20,True,320.0,323.0,1,-137.611954,-1.979643,137.62619,138.222035,6.453572,138.372611,500.0,0.610081,4.473929,27.53,False
LT_112-113_20,True,320.0,323.0,2,-137.611954,-1.979643,137.62619,138.222035,6.453572,138.372611,500.0,0.610081,4.473929,27.53,False
LT_112-113_20,True,321.0,322.0,34,-19.602774,-32.261543,37.750179,19.691968,32.93546,38.373404,500.0,0.089195,0.673916,7.55,False
LT_112-113_20,True,323.0,325.0,35,-412.858307,156.610275,441.563995,412.858307,-137.949945,435.295496,722.0,0.0,18.66033,61.16,False
LT_112-123_21,True,101.0,102.0,A1,-5.740298,-30.528477,31.063467,5.744137,30.546394,31.081784,175.0,0.003839,0.017918,17.75,False
LT_112-123_21,True,101.0,103.0,A2,15.25832,3.454605,15.644507,-15.097647,-2.838207,15.362108,175.0,0.160673,0.616398,8.94,False
LT_112-123_21,True,101.0,105.0,A3,2.240022,-4.661261,5.171562,-2.235743,4.677795,5.184623,175.0,0.004279,0.016534,2.96,False
LT_112-123_21,True,102.0,104.0,A4,5.667737,10.038909,11.528354,-5.608264,-9.81003,11.29997,175.0,0.059472,0.228879,6.59,False
LT_112-123_21,True,102.0,106.0,A5,5.259703,-8.798557,10.250809,-5.222754,8.940442,10.354161,175.0,0.036949,0.141884,5.86,False
LT_112-123_21,True,103.0,109.0,A6,-44.830345,6.95496,45.366634,45.560732,-4.151215,45.749458,175.0,0.730387,2.803745,25.92,False
LT_112-123_21,True,103.0,124.0,A7,-20.475269,-15.495421,25.677708,20.490208,16.122855,26.07288,400.0,0.014939,0.627433,6.42,False
LT_112-123_21,True,104.0,109.0,A8,-27.446413,6.20469,28.139008,27.690763,-5.263488,28.186569,175.0,0.24435,0.941201,16.08,False
LT_112-123_21,True,105.0,110.0,A9,-29.478878,-8.800708,30.764536,29.708661,9.679878,31.245873,175.0,0.229783,0.87917,17.58,False
LT_112-123_21,True,106.0,110.0,10,-55.526375,-111.208168,124.299774,55.986421,113.212655,126.299582,175.0,0.460046,2.004487,71.03,False
LT_112-123_21,True,107.0,108.0,11,77.484436,1.072209,77.491852,-76.4491,2.875008,76.503141,175.0,1.035336,3.947217,44.28,False
LT_112-123_21,True,107.0,203.0,B1,148.920197,-1.507817,148.927826,-138.886898,39.968792,144.523613,175.0,10.033298,38.460976,85.1,False
LT_112-123_21,True,108.0,109.0,1,0.135534,0.880352,0.890724,-0.131486,-0.864817,0.874755,175.0,0.004049,0.015535,0.51,False
LT_112-123_21,True,108.0,110.0,2,-0.069539,-17.831928,17.832064,0.188276,18.287547,18.288516,175.0,0.118737,0.455619,10.19,False
LT_112-123_21,True,109.0,111.0,14,-60.543072,0.57397,60.545792,60.625065,2.86976,60.692949,400.0,0.081994,3.443729,15.14,False
LT_112-123_21,True,109.0,112.0,15,-90.746788,3.016672,90.796921,90.931185,4.728006,91.05402,400.0,0.184397,7.744678,22.7,False
LT_112-123_21,True,110.0,111.0,16,-70.882126,39.305176,81.05043,71.019432,-33.538338,78.540307,400.0,0.137306,5.766838,20.26,False
LT_112-123_21,True,110.0,112.0,17,-102.104782,42.09214,110.440636,102.359721,-31.38472,107.063127,400.0,0.254939,10.70742,27.61,False
LT_112-123_21,True,111.0,113.0,18,-244.605728,38.671738,247.643829,248.725521,-5.713398,248.791132,500.0,4.119792,32.95834,49.53,False
LT_112-123_21,True,111.0,114.0,19,112.961235,-8.00316,113.244392,-112.250251,13.975426,113.116893,500.0,0.710984,5.972267,22.65,False
LT_112-123_21,True,112.0,113.0,20,-193.290894,26.656713,195.120361,195.84852,-6.195704,195.946496,500.0,2.557626,20.46101,39.02,False
LT_112-123_21,True,113.0,123.0,22,119.902374,-16.793285,121.072678,-118.14113,30.723124,122.070623,500.0,1.761244,13.929838,24.21,False
LT_112-123_21,True,113.0,215.0,B2,320.168365,-19.212154,320.744263,-308.793987,104.52,326.003308,500.0,11.374378,85.307846,64.15,False
LT_112-123_21,True,114.0,116.0,23,25.593403,-23.512629,34.754364,-25.534675,24.205614,35.184249,500.0,0.058728,0.692985,6.95,False
LT_112-123_21,True,115.0,116.0,24,-98.602699,41.309025,106.906166,98.852914,-39.182201,106.335053,500.0,0.250215,2.126824,21.38,False
LT_112-123_21,True,115.0,121.0,1,-0.764213,-8.178627,8.214254,0.765008,8.18512,8.220793,500.0,0.000795,0.006493,1.64,False
LT_112-123_21,True,115.0,121.0,2,-0.764213,-8.178627,8.214254,0.765008,8.18512,8.220793,500.0,0.000795,0.006493,1.64,False
LT_112-123_21,True,115.0,124.0,26,20.532087,6.434098,21.516603,-20.490211,-6.123013,21.38551,500.0,0.041877,0.311084,4.3,False
LT_112-123_21,True,116.0,117.0,27,28.565022,-18.810492,34.202267,-28.529541,19.117994,34.342865,500.0,0.035481,0.307502,6.84,False
LT_112-123_21,True,116.0,119.0,28,-84.551773,35.308922,91.628174,84.832565,-33.156182,91.081812,500.0,0.280792,2.15274,18.33,False
LT_112-123_21,True,117.0,118.0,29,23.301558,5.398493,23.918745,-23.288772,-5.308997,23.886238,500.0,0.012785,0.089496,4.78,False
LT_112-123_21,True,117.0,122.0,30,5.227983,-19.468233,20.157974,-5.21072,19.597704,20.2786,500.0,0.017263,0.129471,4.03,False
LT_112-123_21,True,118.0,121.0,1,22.271395,-23.652763,32.487972,-22.240614,23.919528,32.661732,500.0,0.030781,0.266765,6.5,False
LT_112-123_21,True,118.0,121.0,2,22.271395,-23.652763,32.487972,-22.240614,23.919528,32.661732,500.0,0.030781,0.266765,6.5,False
LT_112-123_21,True,119.0,120.0,1,-82.84124,10.540596,83.509132,83.232644,-7.40936,83.561784,500.0,0.391405,3.131236,16.7,False
LT_112-123_21,True,119.0,120.0,2,-82.84124,10.540596,83.509132,83.232644,-7.40936,83.561784,500.0,0.391405,3.131236,16.7,False
LT_112-123_21,True,120.0,123.0,1,-111.820473,9.087486,112.189125,112.241009,-6.003551,112.401454,500.0,0.420537,3.083935,22.44,False
LT_112-123_21,True,120.0,123.0,2,-111.820473,9.087486,112.189125,112.241009,-6.003551,112.401454,500.0,0.420537,3.083935,22.44,False
LT_112-123_21,True,121.0,122.0,34,-5.202561,-14.162132,15.087499,5.210745,14.223966,15.148369,500.0,0.008184,0.061834,3.02,False
LT_112-123_21,True,121.0,325.0,1,444.153687,49.859966,446.943512,-418.195107,159.971897,447.74787,500.0,25.95858,209.831863,89.39,False
LT_112-123_21,True,123.0,217.0,B3,161.659134,-49.809078,169.158569,-158.56335,72.717878,174.442615,500.0,3.095783,22.9088,33.83,False
LT_112-123_21,True,201.0,202.0,B1,14.101982,-30.94199,34.004009,-14.092266,30.987332,34.04125,175.0,0.009716,0.045342,19.43,False
LT_112-123_21,True,201.0,203.0,B2,-56.665794,28.385839,63.377983,59.174771,-18.760491,62.077448,175.0,2.508977,9.625348,36.22,False
LT_112-123_21,True,201.0,205.0,B3,23.742319,-9.747984,25.66556,-23.588509,10.342249,25.756162,175.0,0.15381,0.594265,14.67,False
LT_112-123_21,True,202.0,204.0,B4,6.990367,12.019138,13.904134,-6.906388,-11.695948,13.582834,175.0,0.083979,0.323191,7.95,False
LT_112-123_21,True,202.0,206.0,B5,19.388235,-11.740782,22.666044,-19.135347,12.711873,22.97288,175.0,0.252888,0.971091,12.95,False
LT_112-123_21,True,203.0,209.0,B6,85.141106,-21.865955,87.904083,-82.401421,32.382812,88.536098,175.0,2.739685,10.516856,50.23,False
LT_112-123_21,True,203.0,224.0,B7,-93.969833,-8.512015,94.354561,94.175041,17.130733,95.720428,400.0,0.205208,8.618717,23.59,False
LT_112-123_21,True,204.0,209.0,B8,-29.493736,7.367487,30.400007,29.784059,-6.249207,30.432594,175.0,0.290323,1.11828,17.37,False
LT_112-123_21,True,205.0,210.0,B9,-11.335939,-15.119916,18.897495,11.417242,15.430987,19.19554,175.0,0.081303,0.311071,10.8,False
LT_112-123_21,True,206.0,210.0,10,-47.762184,-115.162659,124.67424,48.103798,116.651117,126.180262,175.0,0.341613,1.488459,71.24,False
LT_112-123_21,True,207.0,208.0,11,-17.486694,23.691826,29.446342,17.646965,-23.080795,29.054061,175.0,0.16027,0.611031,16.83,False
LT_112-123_21,True,208.0,209.0,1,-58.896511,17.741272,61.510582,60.784366,-10.497178,61.684114,175.0,1.887855,7.244094,35.15,False
LT_112-123_21,True,208.0,210.0,2,-42.864262,-10.36277,44.099117,43.797845,13.945124,45.964309,175.0,0.933583,3.582354,25.2,False
LT_112-123_21,True,209.0,211.0,14,-51.223011,-10.084801,52.206318,51.285166,12.695315,52.833127,400.0,0.062155,2.610514,13.05,False
LT_112-123_21,True,209.0,212.0,15,-43.025375,-14.06148,45.264862,43.072101,16.023947,45.956205,400.0,0.046725,1.962467,11.32,False
LT_112-123_21,True,210.0,211.0,16,-103.781807,38.438271,110.671425,104.039798,-27.602647,107.639146,400.0,0.257991,10.835624,27.67,False
LT_112-123_21,True,210.0,212.0,17,-95.456337,33.903416,101.298347,95.672479,-24.825469,98.840918,400.0,0.216142,9.077947,25.32,False
LT_112-123_21,True,211.0,213.0,18,-54.597099,-1.34948,54.613773,54.796883,2.94775,54.876111,500.0,0.199784,1.598269,10.92,False
LT_112-123_21,True,211.0,214.0,19,-100.727859,16.256809,102.031288,101.315405,-11.321424,101.945996,500.0,0.587546,4.935386,20.41,False
LT_112-123_21,True,212.0,213.0,20,-68.754402,6.939807,69.103745,69.076871,-4.360056,69.214335,500.0,0.322469,2.579751,13.82,False
LT_112-123_21,True,212.0,223.0,21,-69.990173,1.86177,70.014931,70.656609,3.525253,70.744497,500.0,0.666436,5.387023,14.0,False
LT_112-123_21,True,213.0,223.0,22,-40.225533,-3.578976,40.384438,40.425369,5.159499,40.753293,500.0,0.199836,1.580523,8.08,False
LT_112-123_21,True,214.0,216.0,23,-196.742767,0.02048,196.742767,198.909878,25.551435,200.544298,500.0,2.167111,25.571915,39.35,False
LT_112-123_21,True,215.0,216.0,24,221.542816,-29.532219,223.502487,-220.460952,38.728062,223.836758,500.0,1.081864,9.195843,44.7,False
LT_112-123_21,True,215.0,221.0,1,-59.780567,-36.553047,70.070259,60.079058,38.99072,71.622409,500.0,0.298491,2.437673,14.01,False
LT_112-123_21,True,215.0,221.0,2,-59.780567,-36.553047,70.070259,60.079058,38.99072,71.622409,500.0,0.298491,2.437673,14.01,False
LT_112-123_21,True,215.0,224.0,26,94.88205,12.492726,95.700951,-94.175037,-7.240635,94.452975,500.0,0.707012,5.252091,19.14,False
LT_112-123_21,True,216.0,217.0,27,-212.863617,-24.798635,214.303253,214.350983,37.689144,217.639187,500.0,1.487366,12.890509,42.86,False
LT_112-123_21,True,216.0,219.0,28,247.225357,11.381101,247.487183,-245.234687,3.880701,245.26539,500.0,1.99067,15.261802,49.5,False
LT_112-123_21,True,217.0,218.0,29,-48.765602,-71.693184,86.706383,48.919342,72.769366,87.683994,500.0,0.15374,1.076182,17.34,False
LT_112-123_21,True,217.0,222.0,30,-7.022026,-19.179689,20.424725,7.040323,19.316916,20.559897,500.0,0.018297,0.137226,4.08,False
LT_112-123_21,True,218.0,221.0,1,-21.359957,23.334747,31.634764,21.39487,-23.032165,31.435984,500.0,0.034913,0.302582,6.33,False
LT_112-123_21,True,218.0,221.0,2,-21.359957,23.334747,31.634764,21.39487,-23.032165,31.435984,500.0,0.034913,0.302582,6.33,False
LT_112-123_21,True,219.0,220.0,1,78.100983,-8.798162,78.594978,-77.763088,11.501315,78.609021,500.0,0.337894,2.703154,15.72,False
LT_112-123_21,True,219.0,220.0,2,78.100983,-8.798162,78.594978,-77.763088,11.501315,78.609021,500.0,0.337894,2.703154,15.72,False
LT_112-123_21,True,220.0,223.0,1,46.281879,-10.384341,47.432552,-46.20848,10.922604,47.481859,500.0,0.073399,0.538262,9.49,False
LT_112-123_21,True,220.0,223.0,2,46.281879,-10.384341,47.432552,-46.20848,10.922604,47.481859,500.0,0.073399,0.538262,9.49,False
LT_112-123_21,True,221.0,222.0,34,7.052148,-15.575478,17.09761,-7.040323,15.664825,17.174193,500.0,0.011825,0.089348,3.42,False
LT_112-123_21,True,223.0,318.0,1,311.333344,-40.29377,313.929993,-297.27197,152.78476,334.236154,500.0,14.061374,112.49099,62.79,False
LT_112-123_21,True,301.0,302.0,C1,14.855498,-37.054234,39.921196,-14.840678,37.123393,39.979896,175.0,0.01482,0.06916,22.81,False
LT_112-123_21,True,301.0,303.0,C2,-39.291988,24.077541,46.082409,40.621783,-18.975966,44.835438,175.0,1.329795,5.101575,26.33,False
LT_112-123_21,True,301.0,305.0,C3,-0.800549,7.086077,7.131154,0.816381,-7.024907,7.072185,175.0,0.015832,0.06117,4.07,False
LT_112-123_21,True,302.0,304.0,C4,-7.014566,22.933111,23.981903,7.243586,-22.051732,23.210955,175.0,0.22902,0.881379,13.7,False
LT_112-123_21,True,302.0,306.0,C5,3.669446,-0.098161,3.670759,-3.659347,0.13694,3.661909,175.0,0.010099,0.03878,2.1,False
LT_112-123_21,True,303.0,309.0,C6,15.07167,-6.850883,16.555658,-14.980792,7.199738,16.621081,175.0,0.090878,0.348854,9.46,False
LT_112-123_21,True,303.0,324.0,C7,-171.084579,7.265905,171.2388,171.753934,20.846992,173.014482,400.0,0.669355,28.112898,42.81,False
LT_112-123_21,True,304.0,309.0,C8,-54.683895,15.527543,56.845695,55.686139,-11.667048,56.89522,175.0,1.002244,3.860495,32.48,False
LT_112-123_21,True,305.0,310.0,C9,-46.333549,0.182881,46.333908,46.870191,1.870355,46.907494,175.0,0.536641,2.053236,26.48,False
LT_112-123_21,True,306.0,310.0,10,-83.528931,-105.760559,134.767868,84.59439,110.402919,139.086359,175.0,1.06546,4.64236,77.01,False
